landuse;unit;geo\time;2016 ;2013 
L0008;KM2;EL305;1509 ;1509 
L0008;KM2;EL306;1003 ;1003 
L0008;KM2;EL307;916 ;916 
L0008;KM2;EL4;17337 ;17338 
L0008;KM2;EL41;3801 ;3801 
L0008;KM2;EL411;2132 ;2132 
L0008;KM2;EL412;770 ;770 
L0008;KM2;EL413;899 ;899 
L0008;KM2;EL42;5231 ;5231 
L0008;KM2;EL421;2672 ;2672 
L0008;KM2;EL422;2559 ;2559 
L0008;KM2;EL43;8305 ;8306 
L0008;KM2;EL431;2633 ;2633 
L0008;KM2;EL432;1816 ;1816 
L0008;KM2;EL433;1491 ;1491 
L0008;KM2;EL434;2365 ;2365 
L0008;KM2;EL5;50795 ;50796 
L0008;KM2;EL51;13992 ;13993 
L0008;KM2;EL511;4184 ;4184 
L0008;KM2;EL512;1764 ;1764 
L0008;KM2;EL513;2511 ;2511 
L0008;KM2;EL514;3437 ;3437 
L0008;KM2;EL515;2096 ;2096 
L0008;KM2;EL52;18501 ;18502 
L0008;KM2;EL521;1679 ;1679 
L0008;KM2;EL522;3555 ;3555 
L0008;KM2;EL523;2498 ;2498 
L0008;KM2;EL524;2476 ;2476 
L0008;KM2;EL525;1518 ;1518 
L0008;KM2;EL526;3864 ;3864 
L0008;KM2;EL527;2911 ;2911 
L0008;KM2;EL53;9229 ;9228 
L0008;KM2;EL531;5733 ;5733 
L0008;KM2;EL532;1695 ;1695 
L0008;KM2;EL533;1801 ;1801 
L0008;KM2;EL54;9073 ;9074 
L0008;KM2;EL541;2605 ;2605 
L0008;KM2;EL542;1507 ;1507 
L0008;KM2;EL543;4961 ;4961 
L0008;KM2;EL6;58128 ;58129 
L0008;KM2;EL61;13938 ;13938 
L0008;KM2;EL611;5981 ;5981 
L0008;KM2;EL612;5363 ;5363 
L0008;KM2;EL613;2594 ;2594 
L0008;KM2;EL62;2276 ;2276 
L0008;KM2;EL621;405 ;405 
L0008;KM2;EL622;625 ;625 
L0008;KM2;EL623;896 ;896 
L0008;KM2;EL624;350 ;350 
L0008;KM2;EL63;11033 ;11033 
L0008;KM2;EL631;5183 ;5183 
L0008;KM2;EL632;3265 ;3265 
L0008;KM2;EL633;2585 ;2585 
L0008;KM2;EL64;15418 ;15419 
L0008;KM2;EL641;2923 ;2923 
L0008;KM2;EL642;4137 ;4137 
L0008;KM2;EL643;1824 ;1824 
L0008;KM2;EL644;4428 ;4428 
L0008;KM2;EL645;2106 ;2106 
L0008;KM2;EL65;15463 ;15463 
L0008;KM2;EL651;6559 ;6559 
L0008;KM2;EL652;2287 ;2287 
L0008;KM2;EL653;6617 ;6617 
L0008;KM2;ES;502654 ;502653 
L0008;KM2;ES1;45208 ;45208 
L0008;KM2;ES11;29375 ;29375 
L0008;KM2;ES111;7892 ;7892 
L0008;KM2;ES112;9819 ;9819 
L0008;KM2;ES113;7201 ;7201 
L0008;KM2;ES114;4463 ;4463 
L0008;KM2;ES12;10565 ;10565 
L0008;KM2;ES120;10565 ;10565 
L0008;KM2;ES13;5268 ;5268 
L0008;KM2;ES130;5268 ;5268 
L0008;KM2;ES2;70026 ;70027 
L0008;KM2;ES21;7190 ;7191 
L0008;KM2;ES211;3012 ;3012 
L0008;KM2;ES212;1973 ;1973 
L0008;KM2;ES213;2205 ;2205 
L0008;KM2;ES22;10347 ;10347 
L0008;KM2;ES220;10347 ;10347 
L0008;KM2;ES23;5031 ;5031 
L0008;KM2;ES230;5031 ;5031 
L0008;KM2;ES24;47458 ;47458 
L0008;KM2;ES241;15542 ;15542 
L0008;KM2;ES242;14791 ;14791 
L0008;KM2;ES243;17125 ;17125 
L0008;KM2;ES3;7972 ;7972 
L0008;KM2;ES30;7972 ;7972 
L0008;KM2;ES300;7972 ;7972 
L0008;KM2;ES4;213837 ;213838 
L0008;KM2;ES41;93806 ;93807 
L0008;KM2;ES411;8030 ;8030 
L0008;KM2;ES412;14259 ;14259 
L0008;KM2;ES413;15523 ;15523 
L0008;KM2;ES414;8026 ;8026 
L0008;KM2;ES415;12263 ;12263 
L0008;KM2;ES416;6917 ;6917 
L0008;KM2;ES417;10282 ;10282 
L0008;KM2;ES418;8092 ;8092 
L0008;KM2;ES419;10414 ;10414 
L0008;KM2;ES42;79109 ;79109 
L0008;KM2;ES421;14893 ;14893 
L0008;KM2;ES422;19750 ;19750 
L0008;KM2;ES423;17036 ;17036 
L0008;KM2;ES424;12153 ;12153 
L0008;KM2;ES425;15277 ;15277 
L0008;KM2;ES43;40922 ;40923 
L0008;KM2;ES431;21356 ;21356 
L0008;KM2;ES432;19566 ;19566 
L0008;KM2;ES5;60072 ;60072 
L0008;KM2;ES51;31964 ;31965 
L0008;KM2;ES511;7715 ;7715 
L0008;KM2;ES512;5895 ;5895 
L0008;KM2;ES513;12105 ;12105 
L0008;KM2;ES514;6249 ;6249 
L0008;KM2;ES52;23135 ;23135 
L0008;KM2;ES521;5767 ;5767 
L0008;KM2;ES522;6621 ;6621 
L0008;KM2;ES523;10747 ;10747 
L0008;KM2;ES53;4973 ;4972 
L0008;KM2;ES531;648 ;648 
L0008;KM2;ES532;3633 ;3633 
L0008;KM2;ES533;692 ;692 
L0008;KM2;ES6;98117 ;98115 
L0008;KM2;ES61;86781 ;86780 
L0008;KM2;ES611;8766 ;8766 
L0008;KM2;ES612;7312 ;7312 
L0008;KM2;ES613;13627 ;13627 
L0008;KM2;ES614;12601 ;12601 
L0008;KM2;ES615;9965 ;9965 
L0008;KM2;ES616;13367 ;13367 
L0008;KM2;ES617;7264 ;7264 
L0008;KM2;ES618;13879 ;13879 
L0008;KM2;ES62;11302 ;11302 
L0008;KM2;ES620;11302 ;11302 
L0008;KM2;ES63;20 ;20 
L0008;KM2;ES630;20 ;20 
L0008;KM2;ES64;14 ;14 
L0008;KM2;ES640;14 ;14 
L0008;KM2;ES7;7422 ;7420 
L0008;KM2;ES70;7422 ;7420 
L0008;KM2;ES703;267 ;267 
L0008;KM2;ES704;1655 ;1655 
L0008;KM2;ES705;1556 ;1556 
L0008;KM2;ES706;367 ;367 
L0008;KM2;ES707;705 ;705 
L0008;KM2;ES708;842 ;842 
L0008;KM2;ES709;2030 ;2030 
L0008;KM2;EU28;4346737 ;4346347 
L0008;KM2;FI;304316 ;303892 
L0008;KM2;FI1;302763 ;302339 
L0008;KM2;FI19;58303 ;58304 
L0008;KM2;FI193;16703 ;16703 
L0008;KM2;FI194;13443 ;13443 
L0008;KM2;FI195;7752 ;7752 
L0008;KM2;FI196;7820 ;7820 
L0008;KM2;FI197;12585 ;12585 
L0008;KM2;FI1B;9097 ;9097 
L0008;KM2;FI1B1;9097 ;9097 
L0008;KM2;FI1C;31463 ;31463 
L0008;KM2;FI1C1;10663 ;10663 
L0008;KM2;FI1C2;5198 ;5198 
L0008;KM2;FI1C3;5124 ;5124 
L0008;KM2;FI1C4;5149 ;5149 
L0008;KM2;FI1C5;5329 ;5329 
L0008;KM2;FI1D;203900 ;203475 
L0008;KM2;FI1D1;14258 ;14258 
L0008;KM2;FI1D2;16768 ;16768 
L0008;KM2;FI1D3;17762 ;17762 
L0008;KM2;FI1D4;:;21499 
L0008;KM2;FI1D5;5019 ;5019 
L0008;KM2;FI1D6;:;35508 
L0008;KM2;FI1D7;92660 ;92660 
L0008;KM2;FI1D8;20387;:
L0008;KM2;FI1D9;37046;:
L0008;KM2;FI2;1553 ;1553 
L0008;KM2;FI20;1553 ;1553 
L0008;KM2;FI200;1553 ;1553 
L0008;KM2;FR;633886 ;633886 
L0008;KM2;FR1;11952 ;11952 
L0008;KM2;FR10;11952 ;11952 
L0008;KM2;FR101;103 ;103 
L0008;KM2;FR102;5873 ;5873 
L0008;KM2;FR103;2273 ;2273 
L0008;KM2;FR104;1810 ;1810 
L0008;KM2;FR105;172 ;172 
L0008;KM2;FR106;236 ;236 
L0008;KM2;FR107;242 ;242 
L0008;KM2;FR108;1243 ;1243 
L0008;KM2;FR2;:;145730 
L0008;KM2;FR21;:;25546 
L0008;KM2;FR211;:;5220 
L0008;KM2;FR212;:;5964 
L0008;KM2;FR213;:;8130 
L0008;KM2;FR214;:;6232 
L0008;KM2;FR22;:;19389 
L0008;KM2;FR221;:;7386 
L0008;KM2;FR222;:;5860 
L0008;KM2;FR223;:;6144 
L0008;KM2;FR23;:;12245 
L0008;KM2;FR231;:;5984 
L0008;KM2;FR232;:;6261 
L0008;KM2;FR24;:;39232 
L0008;KM2;FR241;:;7273 
L0008;KM2;FR242;:;5920 
L0008;KM2;FR243;:;6818 
L0008;KM2;FR244;:;6100 
L0008;KM2;FR245;:;6366 
L0008;KM2;FR246;:;6755 
L0008;KM2;FR25;:;17743 
L0008;KM2;FR251;:;5599 
L0008;KM2;FR252;:;6002 
L0008;KM2;FR253;:;6142 
L0008;KM2;FR26;:;31575 
L0008;KM2;FR261;:;8763 
L0008;KM2;FR262;:;6828 
L0008;KM2;FR263;:;8554 
L0008;KM2;FR264;:;7430 
L0008;KM2;FR3;:;12412 
L0008;KM2;FR30;:;12412 
L0008;KM2;FR301;:;5729 
L0008;KM2;FR302;:;6683 
L0008;KM2;FR4;:;47991 
L0008;KM2;FR41;:;23517 
L0008;KM2;FR411;:;5243 
L0008;KM2;FR412;:;6209 
L0008;KM2;FR413;:;6176 
L0008;KM2;FR414;:;5890 
L0008;KM2;FR42;:;8264 
L0008;KM2;FR421;:;4753 
L0008;KM2;FR422;:;3511 
L0008;KM2;FR43;:;16210 
L0008;KM2;FR431;:;5236 
L0008;KM2;FR432;:;5007 
L0008;KM2;FR433;:;5365 
L0008;KM2;FR434;:;601 
L0008;KM2;FR5;:;85490 
L0008;KM2;FR51;:;32200 
L0008;KM2;FR511;:;6827 
L0008;KM2;FR512;:;7176 
L0008;KM2;FR513;:;5207 
L0008;KM2;FR514;:;6234 
L0008;KM2;FR515;:;6755 
L0008;KM2;FR52;:;27387 
L0008;KM2;FR521;:;6970 
L0008;KM2;FR522;:;6751 
L0008;KM2;FR523;:;6812 
L0008;KM2;FR524;:;6853 
L0008;KM2;FR53;:;25904 
L0008;KM2;FR531;:;5963 
L0008;KM2;FR532;:;6894 
L0008;KM2;FR533;:;6033 
L0008;KM2;FR534;:;7014 
L0008;KM2;FR6;:;103709 
L0008;KM2;FR61;:;41333 
L0008;KM2;FR611;:;9187 
L0008;KM2;FR612;:;9891 
L0008;KM2;FR613;:;9242 
L0008;KM2;FR614;:;5348 
L0008;KM2;FR615;:;7665 
L0008;KM2;FR62;:;45407 
L0008;KM2;FR621;:;4897 
L0008;KM2;FR622;:;8737 
L0008;KM2;FR623;:;6325 
L0008;KM2;FR624;:;6289 
L0008;KM2;FR625;:;5193 
L0008;KM2;FR626;:;4506 
L0008;KM2;FR627;:;5758 
L0008;KM2;FR628;:;3703 
L0008;KM2;FR63;:;16969 
L0008;KM2;FR631;:;5861 
L0008;KM2;FR632;:;5579 
L0008;KM2;FR633;:;5529 
L0008;KM2;FR7;:;70317 
L0008;KM2;FR71;:;44240 
L0008;KM2;FR711;:;5622 
L0008;KM2;FR712;:;5539 
L0008;KM2;FR713;:;6525 
L0008;KM2;FR714;:;7811 
L0008;KM2;FR715;:;4757 
L0008;KM2;FR716;:;3228 
L0008;KM2;FR717;:;6188 
L0008;KM2;FR718;:;4571 
L0008;KM2;FR72;:;26077 
L0008;KM2;FR721;:;7337 
L0008;KM2;FR722;:;5744 
L0008;KM2;FR723;:;4999 
L0008;KM2;FR724;:;7998 
L0008;KM2;FR8;:;67276 
L0008;KM2;FR81;:;27360 
L0008;KM2;FR811;:;6248 
L0008;KM2;FR812;:;5792 
L0008;KM2;FR813;:;6072 
L0008;KM2;FR814;:;5162 
L0008;KM2;FR815;:;4086 
L0008;KM2;FR82;:;31237 
L0008;KM2;FR821;:;6966 
L0008;KM2;FR822;:;5667 
L0008;KM2;FR823;:;4291 
L0008;KM2;FR824;:;4752 
L0008;KM2;FR825;:;6005 
L0008;KM2;FR826;:;3555 
L0008;KM2;FR83;:;8678 
L0008;KM2;FR831;:;4010 
L0008;KM2;FR832;:;4668 
L0008;KM2;FRA;:;89009 
L0008;KM2;FRA1;:;1680 
L0008;KM2;FRA10;:;1680 
L0008;KM2;FRA2;:;1102 
L0008;KM2;FRA20;:;1102 
L0008;KM2;FRA3;:;83383 
L0008;KM2;FRA30;:;83383 
L0008;KM2;FRA4;:;2478 
L0008;KM2;FRA40;:;2478 
L0008;KM2;FRA5;:;365 
L0008;KM2;FRA50;:;365 
L0008;KM2;FRB;39232 ;:
L0008;KM2;FRB0;39232 ;:
L0008;KM2;FRB01;7273 ;:
L0008;KM2;FRB02;5920 ;:
L0008;KM2;FRB03;6818 ;:
L0008;KM2;FRB04;6100 ;:
L0008;KM2;FRB05;6366 ;:
L0008;KM2;FRB06;6755 ;:
L0008;KM2;FRC;47784 ;:
L0008;KM2;FRC1;31575 ;:
L0008;KM2;FRC11;8763 ;:
L0008;KM2;FRC12;6828 ;:
L0008;KM2;FRC13;8554 ;:
L0008;KM2;FRC14;7430 ;:
L0008;KM2;FRC2;16209 ;:
L0008;KM2;FRC21;5236 ;:
L0008;KM2;FRC22;5007 ;:
L0008;KM2;FRC23;5365 ;:
L0008;KM2;FRC24;601 ;:
L0008;KM2;FRD;29988 ;:
L0008;KM2;FRD1;17743 ;:
L0008;KM2;FRD11;5599 ;:
L0008;KM2;FRD12;6002 ;:
L0008;KM2;FRD13;6142 ;:
L0008;KM2;FRD2;12245 ;:
L0008;KM2;FRD21;5984 ;:
L0008;KM2;FRD22;6261 ;:
L0008;KM2;FRE;31802 ;:
L0008;KM2;FRE1;12412 ;:
L0008;KM2;FRE11;5729 ;:
L0008;KM2;FRE12;6683 ;:
L0008;KM2;FRE2;19390 ;:
L0008;KM2;FRE21;7386 ;:
L0008;KM2;FRE22;5860 ;:
L0008;KM2;FRE23;6144 ;:
L0008;KM2;FRF;57328 ;:
L0008;KM2;FRF1;8264 ;:
L0008;KM2;FRF11;4753 ;:
L0008;KM2;FRF12;3511 ;:
L0008;KM2;FRF2;25546 ;:
L0008;KM2;FRF21;5220 ;:
L0008;KM2;FRF22;5964 ;:
L0008;KM2;FRF23;8130 ;:
L0008;KM2;FRF24;6232 ;:
L0008;KM2;FRF3;23518 ;:
L0008;KM2;FRF31;5243 ;:
L0008;KM2;FRF32;6209 ;:
L0008;KM2;FRF33;6176 ;:
L0008;KM2;FRF34;5890 ;:
L0008;KM2;FRG;32199 ;:
L0008;KM2;FRG0;32199 ;:
L0008;KM2;FRG01;6827 ;:
L0008;KM2;FRG02;7176 ;:
L0008;KM2;FRG03;5207 ;:
L0008;KM2;FRG04;6234 ;:
L0008;KM2;FRG05;6755 ;:
L0008;KM2;FRH;27386 ;:
L0008;KM2;FRH0;27386 ;:
L0008;KM2;FRH01;6970 ;:
L0008;KM2;FRH02;6751 ;:
L0008;KM2;FRH03;6812 ;:
L0008;KM2;FRH04;6853 ;:
L0008;KM2;FRI;84206 ;:
L0008;KM2;FRI1;41333 ;:
L0008;KM2;FRI11;9187 ;:
L0008;KM2;FRI12;9891 ;:
L0008;KM2;FRI13;9242 ;:
L0008;KM2;FRI14;5348 ;:
L0008;KM2;FRI15;7665 ;:
L0008;KM2;FRI2;16969 ;:
L0008;KM2;FRI21;5861 ;:
L0008;KM2;FRI22;5579 ;:
L0008;KM2;FRI23;5529 ;:
L0008;KM2;FRI3;25904 ;:
L0008;KM2;FRI31;5963 ;:
L0008;KM2;FRI32;6894 ;:
L0008;KM2;FRI33;6033 ;:
L0008;KM2;FRI34;7014 ;:
L0008;KM2;FRJ;72768 ;:
L0008;KM2;FRJ1;27360 ;:
L0008;KM2;FRJ11;6248 ;:
L0008;KM2;FRJ12;5792 ;:
L0008;KM2;FRJ13;6072 ;:
L0008;KM2;FRJ14;5162 ;:
L0008;KM2;FRJ15;4086 ;:
L0008;KM2;FRJ2;45408 ;:
L0008;KM2;FRJ21;4897 ;:
L0008;KM2;FRJ22;8737 ;:
L0008;KM2;FRJ23;6325 ;:
L0008;KM2;FRJ24;6289 ;:
L0008;KM2;FRJ25;5193 ;:
L0008;KM2;FRJ26;4506 ;:
L0008;KM2;FRJ27;5758 ;:
L0008;KM2;FRJ28;3703 ;:
L0008;KM2;FRK;70319 ;:
L0008;KM2;FRK1;26078 ;:
L0008;KM2;FRK11;7337 ;:
L0008;KM2;FRK12;5744 ;:
L0008;KM2;FRK13;4999 ;:
L0008;KM2;FRK14;7998 ;:
L0008;KM2;FRK2;44241 ;:
L0008;KM2;FRK21;5622 ;:
L0008;KM2;FRK22;5539 ;:
L0008;KM2;FRK23;6525 ;:
L0008;KM2;FRK24;7811 ;:
L0008;KM2;FRK25;4757 ;:
L0008;KM2;FRK26;3228 ;:
L0008;KM2;FRK27;6188 ;:
L0008;KM2;FRK28;4571 ;:
L0008;KM2;FRL;31236 ;:
L0008;KM2;FRL0;31236 ;:
L0008;KM2;FRL01;6966 ;:
L0008;KM2;FRL02;5667 ;:
L0008;KM2;FRL03;4291 ;:
L0008;KM2;FRL04;4752 ;:
L0008;KM2;FRL05;6005 ;:
L0008;KM2;FRL06;3555 ;:
L0008;KM2;FRM;8678 ;:
L0008;KM2;FRM0;8678 ;:
L0008;KM2;FRM01;4010 ;:
L0008;KM2;FRM02;4668 ;:
L0008;KM2;FRY;89008 ;:
L0008;KM2;FRY1;1680 ;:
L0008;KM2;FRY10;1680 ;:
L0008;KM2;FRY2;1102 ;:
L0008;KM2;FRY20;1102 ;:
L0008;KM2;FRY3;83383 ;:
L0008;KM2;FRY30;83383 ;:
L0008;KM2;FRY4;2478 ;:
L0008;KM2;FRY40;2478 ;:
L0008;KM2;FRY5;365 ;:
L0008;KM2;FRY50;365 ;:
L0008;KM2;HR;55896 ;55896 
L0008;KM2;HR0;55896 ;55896 
L0008;KM2;HR03;24515 ;24515 
L0008;KM2;HR031;3566 ;3566 
L0008;KM2;HR032;5341 ;5341 
L0008;KM2;HR033;3599 ;3599 
L0008;KM2;HR034;2942 ;2942 
L0008;KM2;HR035;4508 ;4508 
L0008;KM2;HR036;2802 ;2802 
L0008;KM2;HR037;1757 ;1757 
L0008;KM2;HR04;31381 ;31381 
L0008;KM2;HR041;634 ;634 
L0008;KM2;HR042;3034 ;3034 
L0008;KM2;HR043;1229 ;1229 
L0008;KM2;HR044;1235 ;1235 
L0008;KM2;HR045;1730 ;1730 
L0008;KM2;HR046;699 ;699 
L0008;KM2;HR047;2599 ;2599 
L0008;KM2;HR048;1999 ;1999 
L0008;KM2;HR049;1810 ;1810 
L0008;KM2;HR04A;1978 ;1978 
L0008;KM2;HR04B;4043 ;4043 
L0008;KM2;HR04C;2389 ;2389 
L0008;KM2;HR04D;3588 ;3588 
L0008;KM2;HR04E;4414 ;4414 
L0008;KM2;HU;91248 ;91249 
L0008;KM2;HU1;6791 ;6791 
L0008;KM2;HU10;:;6791 
L0008;KM2;HU101;:;510 
L0008;KM2;HU102;:;6281 
L0008;KM2;HU11;510 ;:
L0008;KM2;HU110;510 ;:
L0008;KM2;HU12;6281 ;:
L0008;KM2;HU120;6281 ;:
L0008;KM2;HU2;35642 ;35642 
L0008;KM2;HU21;10689 ;10689 
L0008;KM2;HU211;4291 ;4291 
L0008;KM2;HU212;2217 ;2217 
L0008;KM2;HU213;4181 ;4181 
L0008;KM2;HU22;11190 ;11189 
L0008;KM2;HU221;4151 ;4151 
L0008;KM2;HU222;3333 ;3333 
L0008;KM2;HU223;3706 ;3706 
L0008;KM2;HU23;13763 ;13764 
L0008;KM2;HU231;4382 ;4382 
L0008;KM2;HU232;5741 ;5741 
L0008;KM2;HU233;3640 ;3640 
L0008;KM2;HU3;48815 ;48815 
L0008;KM2;HU31;13294 ;13294 
L0008;KM2;HU311;7187 ;7187 
L0008;KM2;HU312;3567 ;3567 
L0008;KM2;HU313;2540 ;2540 
L0008;KM2;HU32;17412 ;17412 
L0008;KM2;HU321;6098 ;6098 
L0008;KM2;HU322;5459 ;5459 
L0008;KM2;HU323;5855 ;5855 
L0008;KM2;HU33;18109 ;18109 
L0008;KM2;HU331;8351 ;8351 
L0008;KM2;HU332;5572 ;5572 
L0008;KM2;HU333;4186 ;4186 
L0008;KM2;IE;68655 ;68655 
L0008;KM2;IE0;68655 ;68655 
L0008;KM2;IE01;:;32313 
L0008;KM2;IE011;:;12073 
L0008;KM2;IE012;:;6528 
L0008;KM2;IE013;:;13712 
L0008;KM2;IE02;:;36342 
L0008;KM2;IE021;:;924 
L0008;KM2;IE022;:;6029 
L0008;KM2;IE023;:;7847 
L0008;KM2;IE024;:;9407 
L0008;KM2;IE025;:;12135 
L0008;KM2;IE04;24960 ;:
L0008;KM2;IE041;11248 ;:
L0008;KM2;IE042;13712 ;:
L0008;KM2;IE05;29389 ;:
L0008;KM2;IE051;10106 ;:
L0008;KM2;IE052;7148 ;:
L0008;KM2;IE053;12135 ;:
L0008;KM2;IE06;14306 ;:
L0008;KM2;IE061;924 ;:
L0008;KM2;IE062;6854 ;:
L0008;KM2;IE063;6528 ;:
L0008;KM2;IS;100450 ;100449 
L0008;KM2;IS0;100450 ;100449 
L0008;KM2;IS00;100450 ;100449 
L0008;KM2;IS001;1034 ;1034 
L0008;KM2;IS002;99416 ;99416 
L0008;KM2;IT;297734 ;297736 
L0008;KM2;ITC;56851 ;56853 
L0008;KM2;ITC1;25151 ;25152 
L0008;KM2;ITC11;6784 ;6784 
L0008;KM2;ITC12;2070 ;2070 
L0008;KM2;ITC13;906 ;906 
L0008;KM2;ITC14;2165 ;2165 
L0008;KM2;ITC15;1304 ;1304 
L0008;KM2;ITC16;6882 ;6882 
L0008;KM2;ITC17;1506 ;1506 
L0008;KM2;ITC18;3534 ;3534 
L0008;KM2;ITC2;3245 ;3245 
L0008;KM2;ITC20;3245 ;3245 
L0008;KM2;ITC3;5408 ;5408 
L0008;KM2;ITC31;1154 ;1154 
L0008;KM2;ITC32;1545 ;1545 
L0008;KM2;ITC33;1831 ;1831 
L0008;KM2;ITC34;878 ;878 
L0008;KM2;ITC4;23047 ;23048 
L0008;KM2;ITC41;1085 ;1085 
L0008;KM2;ITC42;1164 ;1164 
L0008;KM2;ITC43;737 ;737 
L0008;KM2;ITC44;3159 ;3159 
L0008;KM2;ITC46;2710 ;2710 
L0008;KM2;ITC47;4533 ;4533 
L0008;KM2;ITC48;2917 ;2917 
L0008;KM2;ITC49;766 ;766 
L0008;KM2;ITC4A;1744 ;1744 
L0008;KM2;ITC4B;2268 ;2268 
L0008;KM2;ITC4C;1560 ;1560 
L0008;KM2;ITC4D;404 ;404 
L0008;KM2;ITF;73386 ;73388 
L0008;KM2;ITF1;10810 ;10809 
L0008;KM2;ITF11;5033 ;5033 
L0008;KM2;ITF12;1953 ;1953 
L0008;KM2;ITF13;1229 ;1229 
L0008;KM2;ITF14;2595 ;2595 
L0008;KM2;ITF2;4444 ;4444 
L0008;KM2;ITF21;1534 ;1534 
L0008;KM2;ITF22;2910 ;2910 
L0008;KM2;ITF3;13635 ;13636 
L0008;KM2;ITF31;2637 ;2637 
L0008;KM2;ITF32;2077 ;2077 
L0008;KM2;ITF33;1174 ;1174 
L0008;KM2;ITF34;2798 ;2798 
L0008;KM2;ITF35;4949 ;4949 
L0008;KM2;ITF4;19298 ;19299 
L0008;KM2;ITF43;2445 ;2445 
L0008;KM2;ITF44;1855 ;1855 
L0008;KM2;ITF45;2784 ;2784 
L0008;KM2;ITF46;6861 ;6861 
L0008;KM2;ITF47;3862 ;3862 
L0008;KM2;ITF48;1491 ;1491 
L0008;KM2;ITF5;10020 ;10020 
L0008;KM2;ITF51;6561 ;6561 
L0008;KM2;ITF52;3459 ;3459 
L0008;KM2;ITF6;15179 ;15180 
L0008;KM2;ITF61;6681 ;6681 
L0008;KM2;ITF62;1732 ;1732 
L0008;KM2;ITF63;2412 ;2412 
L0008;KM2;ITF64;1146 ;1146 
L0008;KM2;ITF65;3208 ;3208 
L0008;KM2;ITG;49505 ;49504 
L0008;KM2;ITG1;25702 ;25701 
L0008;KM2;ITG11;2447 ;2447 
L0008;KM2;ITG12;4984 ;4984 
L0008;KM2;ITG13;3259 ;3259 
L0008;KM2;ITG14;3038 ;3038 
L0008;KM2;ITG15;2131 ;2131 
L0008;KM2;ITG16;2559 ;2559 
L0008;KM2;ITG17;3564 ;3564 
L0008;KM2;ITG18;1622 ;1622 
L0008;KM2;ITG19;2098 ;2098 
L0008;KM2;ITG2;23803 ;23802 
L0008;KM2;ITG25;4267 ;4267 
L0008;KM2;ITG26;3918 ;3918 
L0008;KM2;ITG27;4467 ;4467 
L0008;KM2;ITG28;2934 ;2934 
L0008;KM2;ITG29;3380 ;3380 
L0008;KM2;ITG2A;1848 ;1848 
L0008;KM2;ITG2B;1513 ;1513 
L0008;KM2;ITG2C;1476 ;1476 
L0008;KM2;ITH;60539 ;60539 
L0008;KM2;ITH1;7370 ;7370 
L0008;KM2;ITH10;7370 ;7370 
L0008;KM2;ITH2;6156 ;6156 
L0008;KM2;ITH20;6156 ;6156 
L0008;KM2;ITH3;17348 ;17349 
L0008;KM2;ITH31;2908 ;2908 
L0008;KM2;ITH32;2720 ;2720 
L0008;KM2;ITH33;3648 ;3648 
L0008;KM2;ITH34;2463 ;2463 
L0008;KM2;ITH35;1929 ;1929 
L0008;KM2;ITH36;2102 ;2102 
L0008;KM2;ITH37;1578 ;1578 
L0008;KM2;ITH4;7571 ;7571 
L0008;KM2;ITH41;2221 ;2221 
L0008;KM2;ITH42;4755 ;4755 
L0008;KM2;ITH43;382 ;382 
L0008;KM2;ITH44;213 ;213 
L0008;KM2;ITH5;22094 ;22093 
L0008;KM2;ITH51;2562 ;2562 
L0008;KM2;ITH52;3429 ;3429 
L0008;KM2;ITH53;2282 ;2282 
L0008;KM2;ITH54;2679 ;2679 
L0008;KM2;ITH55;3677 ;3677 
L0008;KM2;ITH56;2437 ;2437 
L0008;KM2;ITH57;1789 ;1789 
L0008;KM2;ITH58;2376 ;2376 
L0008;KM2;ITH59;863 ;863 
L0008;KM2;ITI;57453 ;57453 
L0008;KM2;ITI1;22804 ;22804 
L0008;KM2;ITI11;1154 ;1154 
L0008;KM2;ITI12;1748 ;1748 
L0008;KM2;ITI13;956 ;956 
L0008;KM2;ITI14;3490 ;3490 
L0008;KM2;ITI15;365 ;365 
L0008;KM2;ITI16;1204 ;1204 
L0008;KM2;ITI17;2428 ;2428 
L0008;KM2;ITI18;3215 ;3215 
L0008;KM2;ITI19;3805 ;3805 
L0008;KM2;ITI1A;4439 ;4439 
L0008;KM2;ITI2;8306 ;8306 
L0008;KM2;ITI21;6197 ;6197 
L0008;KM2;ITI22;2109 ;2109 
L0008;KM2;ITI3;9385 ;9384 
L0008;KM2;ITI31;2563 ;2563 
L0008;KM2;ITI32;1960 ;1960 
L0008;KM2;ITI33;2773 ;2773 
L0008;KM2;ITI34;1227 ;1227 
L0008;KM2;ITI35;862 ;862 
L0008;KM2;ITI4;16958 ;16959 
L0008;KM2;ITI41;3480 ;3480 
L0008;KM2;ITI42;2735 ;2735 
L0008;KM2;ITI43;5280 ;5280 
L0008;KM2;ITI44;2221 ;2221 
L0008;KM2;ITI45;3242 ;3242 
L0008;KM2;LI;158 ;158 
L0008;KM2;LI0;158 ;158 
L0008;KM2;LI00;158 ;158 
L0008;KM2;LI000;158 ;158 
L0008;KM2;LT;62643 ;62650 
L0008;KM2;LT0;62643 ;62650 
L0008;KM2;LT00;:;62650 
L0008;KM2;LT001;:;5173 
L0008;KM2;LT002;:;7828 
L0008;KM2;LT003;:;4677 
L0008;KM2;LT004;:;4361 
L0008;KM2;LT005;:;7682 
L0008;KM2;LT006;:;8340 
L0008;KM2;LT007;:;4295 
L0008;KM2;LT008;:;4215 
L0008;KM2;LT009;:;6654 
L0008;KM2;LT00A;:;9424 
