landuse;unit;geo\time;2016 ;2013 
L0008;KM2;LT01;9422 ;:
L0008;KM2;LT011;9422 ;:
L0008;KM2;LT02;53221 ;:
L0008;KM2;LT021;5171 ;:
L0008;KM2;LT022;7827 ;:
L0008;KM2;LT023;4677 ;:
L0008;KM2;LT024;4361 ;:
L0008;KM2;LT025;7682 ;:
L0008;KM2;LT026;8340 ;:
L0008;KM2;LT027;4295 ;:
L0008;KM2;LT028;4215 ;:
L0008;KM2;LT029;6653 ;:
L0008;KM2;LU;2586 ;2586 
L0008;KM2;LU0;2586 ;2586 
L0008;KM2;LU00;2586 ;2586 
L0008;KM2;LU000;2586 ;2586 
L0008;KM2;LV;63290 ;63290 
L0008;KM2;LV0;63290 ;63290 
L0008;KM2;LV00;63290 ;63290 
L0008;KM2;LV003;13387 ;13387 
L0008;KM2;LV005;14060 ;14060 
L0008;KM2;LV006;258 ;258 
L0008;KM2;LV007;9934 ;9934 
L0008;KM2;LV008;15039 ;15039 
L0008;KM2;LV009;10612 ;10612 
L0008;KM2;ME;13611 ;13611 
L0008;KM2;ME0;13611 ;13611 
L0008;KM2;ME00;13611 ;13611 
L0008;KM2;ME000;13611 ;13611 
L0008;KM2;MK;24895 ;24895 
L0008;KM2;MK0;24895 ;24895 
L0008;KM2;MK00;24895 ;24895 
L0008;KM2;MK001;4044 ;4044 
L0008;KM2;MK002;3533 ;3533 
L0008;KM2;MK003;3331 ;3331 
L0008;KM2;MK004;2732 ;2732 
L0008;KM2;MK005;4720 ;4720 
L0008;KM2;MK006;2416 ;2416 
L0008;KM2;MK007;2308 ;2308 
L0008;KM2;MK008;1811 ;1811 
L0008;KM2;MT;313 ;314 
L0008;KM2;MT0;313 ;314 
L0008;KM2;MT00;313 ;314 
L0008;KM2;MT001;245 ;245 
L0008;KM2;MT002;68 ;68 
L0008;KM2;NL;34188 ;34185 
L0008;KM2;NL1;8428 ;8425 
L0008;KM2;NL11;2360 ;2360 
L0008;KM2;NL111;841 ;841 
L0008;KM2;NL112;271 ;271 
L0008;KM2;NL113;1248 ;1248 
L0008;KM2;NL12;3397 ;3395 
L0008;KM2;NL121;:;1646 
L0008;KM2;NL122;:;617 
L0008;KM2;NL123;:;1132 
L0008;KM2;NL124;1570 ;:
L0008;KM2;NL125;828 ;:
L0008;KM2;NL126;999 ;:
L0008;KM2;NL13;2671 ;2671 
L0008;KM2;NL131;1055 ;1055 
L0008;KM2;NL132;921 ;921 
L0008;KM2;NL133;695 ;695 
L0008;KM2;NL2;9797 ;9798 
L0008;KM2;NL21;3362 ;3362 
L0008;KM2;NL211;1440 ;1440 
L0008;KM2;NL212;420 ;420 
L0008;KM2;NL213;1502 ;1502 
L0008;KM2;NL22;5000 ;5001 
L0008;KM2;NL221;1834 ;1834 
L0008;KM2;NL224;703 ;703 
L0008;KM2;NL225;1554 ;1554 
L0008;KM2;NL226;909 ;909 
L0008;KM2;NL23;1435 ;1435 
L0008;KM2;NL230;1435 ;1435 
L0008;KM2;NL3;8845 ;8845 
L0008;KM2;NL31;1405 ;1405 
L0008;KM2;NL310;1405 ;1405 
L0008;KM2;NL32;2753 ;2754 
L0008;KM2;NL321;1103 ;1103 
L0008;KM2;NL322;:;279 
L0008;KM2;NL323;163 ;163 
L0008;KM2;NL324;134 ;134 
L0008;KM2;NL325;122 ;122 
L0008;KM2;NL326;:;752 
L0008;KM2;NL327;201 ;201 
L0008;KM2;NL328;300 ;:
L0008;KM2;NL329;730 ;:
L0008;KM2;NL33;2884 ;2883 
L0008;KM2;NL332;259 ;259 
L0008;KM2;NL333;154 ;154 
L0008;KM2;NL337;285 ;285 
L0008;KM2;NL338;:;439 
L0008;KM2;NL339;:;1268 
L0008;KM2;NL33A;477 ;477 
L0008;KM2;NL33B;495 ;:
L0008;KM2;NL33C;1214 ;:
L0008;KM2;NL34;1803 ;1803 
L0008;KM2;NL341;741 ;741 
L0008;KM2;NL342;1062 ;1062 
L0008;KM2;NL4;7118 ;7118 
L0008;KM2;NL41;4961 ;4960 
L0008;KM2;NL411;1235 ;1235 
L0008;KM2;NL412;909 ;909 
L0008;KM2;NL413;1364 ;1364 
L0008;KM2;NL414;1453 ;1453 
L0008;KM2;NL42;2157 ;2157 
L0008;KM2;NL421;838 ;838 
L0008;KM2;NL422;668 ;668 
L0008;KM2;NL423;651 ;651 
L0008;KM2;NO;309158 ;309159 
L0008;KM2;NO0;309158 ;309159 
L0008;KM2;NO01;5066 ;5066 
L0008;KM2;NO011;432 ;432 
L0008;KM2;NO012;4634 ;4634 
L0008;KM2;NO02;50398 ;50398 
L0008;KM2;NO021;26320 ;26320 
L0008;KM2;NO022;24078 ;24078 
L0008;KM2;NO03;34268 ;34270 
L0008;KM2;NO031;3917 ;3917 
L0008;KM2;NO032;14044 ;14044 
L0008;KM2;NO033;2144 ;2144 
L0008;KM2;NO034;14163 ;14163 
L0008;KM2;NO04;24315 ;24315 
L0008;KM2;NO041;8577 ;8577 
L0008;KM2;NO042;6906 ;6906 
L0008;KM2;NO043;8832 ;8832 
L0008;KM2;NO05;47372 ;47372 
L0008;KM2;NO051;14806 ;14806 
L0008;KM2;NO052;17900 ;17900 
L0008;KM2;NO053;14666 ;14666 
L0008;KM2;NO06;39159 ;39158 
L0008;KM2;NO060;39159 ;:
L0008;KM2;NO061;:;18052 
L0008;KM2;NO062;:;21107 
L0008;KM2;NO07;108580 ;108580 
L0008;KM2;NO071;36395 ;36395 
L0008;KM2;NO072;25175 ;25175 
L0008;KM2;NO073;47010 ;47010 
L0008;KM2;PL;307236 ;307241 
L0008;KM2;PL1;:;53353 
L0008;KM2;PL11;:;18111 
L0008;KM2;PL113;:;293 
L0008;KM2;PL114;:;2200 
L0008;KM2;PL115;:;5923 
L0008;KM2;PL116;:;5630 
L0008;KM2;PL117;:;4064 
L0008;KM2;PL12;:;35241 
L0008;KM2;PL127;:;506 
L0008;KM2;PL128;:;5713 
L0008;KM2;PL129;:;5028 
L0008;KM2;PL12A;:;4258 
L0008;KM2;PL12B;:;5237 
L0008;KM2;PL12C;:;3286 
L0008;KM2;PL12D;:;6476 
L0008;KM2;PL12E;:;4737 
L0008;KM2;PL2;27184 ;27183 
L0008;KM2;PL21;15031 ;15030 
L0008;KM2;PL213;319 ;319 
L0008;KM2;PL214;4028 ;4028 
L0008;KM2;PL217;2576 ;2576 
L0008;KM2;PL218;3498 ;3498 
L0008;KM2;PL219;2618 ;2618 
L0008;KM2;PL21A;1992 ;1992 
L0008;KM2;PL22;12153 ;12153 
L0008;KM2;PL224;3037 ;3037 
L0008;KM2;PL225;2308 ;2308 
L0008;KM2;PL227;1322 ;1322 
L0008;KM2;PL228;1563 ;1563 
L0008;KM2;PL229;867 ;867 
L0008;KM2;PL22A;378 ;378 
L0008;KM2;PL22B;1783 ;1783 
L0008;KM2;PL22C;895 ;895 
L0008;KM2;PL3;:;74254 
L0008;KM2;PL31;:;24920 
L0008;KM2;PL311;:;5915 
L0008;KM2;PL312;:;9258 
L0008;KM2;PL314;:;4184 
L0008;KM2;PL315;:;5562 
L0008;KM2;PL32;:;17701 
L0008;KM2;PL323;:;5494 
L0008;KM2;PL324;:;4254 
L0008;KM2;PL325;:;3542 
L0008;KM2;PL326;:;4412 
L0008;KM2;PL33;:;11635 
L0008;KM2;PL331;:;5012 
L0008;KM2;PL332;:;6622 
L0008;KM2;PL34;:;19998 
L0008;KM2;PL343;:;5117 
L0008;KM2;PL344;:;8801 
L0008;KM2;PL345;:;6080 
L0008;KM2;PL4;65143 ;65143 
L0008;KM2;PL41;29490 ;29490 
L0008;KM2;PL411;6389 ;6389 
L0008;KM2;PL414;6296 ;6296 
L0008;KM2;PL415;257 ;257 
L0008;KM2;PL416;5764 ;5764 
L0008;KM2;PL417;5912 ;5912 
L0008;KM2;PL418;4872 ;4872 
L0008;KM2;PL42;21849 ;21849 
L0008;KM2;PL424;233 ;233 
L0008;KM2;PL426;4287 ;4287 
L0008;KM2;PL427;10024 ;10024 
L0008;KM2;PL428;7305 ;7305 
L0008;KM2;PL43;13804 ;13804 
L0008;KM2;PL431;6007 ;6007 
L0008;KM2;PL432;7797 ;7797 
L0008;KM2;PL5;29084 ;29086 
L0008;KM2;PL51;19771 ;19772 
L0008;KM2;PL514;286 ;286 
L0008;KM2;PL515;5541 ;5541 
L0008;KM2;PL516;3438 ;3438 
L0008;KM2;PL517;4169 ;4169 
L0008;KM2;PL518;6337 ;6337 
L0008;KM2;PL52;9313 ;9314 
L0008;KM2;PL523;4043 ;4043 
L0008;KM2;PL524;5270 ;5270 
L0008;KM2;PL6;58221 ;58223 
L0008;KM2;PL61;17576 ;17576 
L0008;KM2;PL613;2848 ;2848 
L0008;KM2;PL616;3975 ;3975 
L0008;KM2;PL617;3918 ;3918 
L0008;KM2;PL618;3275 ;3275 
L0008;KM2;PL619;3560 ;3560 
L0008;KM2;PL62;22953 ;22954 
L0008;KM2;PL621;7116 ;7116 
L0008;KM2;PL622;9986 ;9986 
L0008;KM2;PL623;5851 ;5851 
L0008;KM2;PL63;17692 ;17693 
L0008;KM2;PL633;401 ;401 
L0008;KM2;PL634;4204 ;4204 
L0008;KM2;PL636;5085 ;5085 
L0008;KM2;PL637;3983 ;3983 
L0008;KM2;PL638;4019 ;4019 
L0008;KM2;PL7;29744 ;:
L0008;KM2;PL71;18110 ;:
L0008;KM2;PL711;293 ;:
L0008;KM2;PL712;2200 ;:
L0008;KM2;PL713;5923 ;:
L0008;KM2;PL714;5630 ;:
L0008;KM2;PL715;4064 ;:
L0008;KM2;PL72;11634 ;:
L0008;KM2;PL721;5012 ;:
L0008;KM2;PL722;6622 ;:
L0008;KM2;PL8;62619 ;:
L0008;KM2;PL81;24919 ;:
L0008;KM2;PL811;5915 ;:
L0008;KM2;PL812;9258 ;:
L0008;KM2;PL814;4184 ;:
L0008;KM2;PL815;5562 ;:
L0008;KM2;PL82;17702 ;:
L0008;KM2;PL821;5494 ;:
L0008;KM2;PL822;4254 ;:
L0008;KM2;PL823;3542 ;:
L0008;KM2;PL824;4412 ;:
L0008;KM2;PL84;19998 ;:
L0008;KM2;PL841;5117 ;:
L0008;KM2;PL842;8801 ;:
L0008;KM2;PL843;6080 ;:
L0008;KM2;PL9;35241 ;:
L0008;KM2;PL91;6013 ;:
L0008;KM2;PL911;506 ;:
L0008;KM2;PL912;3080 ;:
L0008;KM2;PL913;2427 ;:
L0008;KM2;PL92;29228 ;:
L0008;KM2;PL921;5713 ;:
L0008;KM2;PL922;5237 ;:
L0008;KM2;PL923;3286 ;:
L0008;KM2;PL924;6476 ;:
L0008;KM2;PL925;6006 ;:
L0008;KM2;PL926;2510 ;:
L0008;KM2;PT;90996 ;90996 
L0008;KM2;PT1;87892 ;87891 
L0008;KM2;PT11;21115 ;21115 
L0008;KM2;PT111;2187 ;2187 
L0008;KM2;PT112;1232 ;1232 
L0008;KM2;PT119;1446 ;1446 
L0008;KM2;PT11A;2027 ;2027 
L0008;KM2;PT11B;2891 ;2891 
L0008;KM2;PT11C;1812 ;1812 
L0008;KM2;PT11D;3992 ;3992 
L0008;KM2;PT11E;5528 ;5528 
L0008;KM2;PT15;4934 ;4934 
L0008;KM2;PT150;4934 ;4934 
L0008;KM2;PT16;27990 ;27991 
L0008;KM2;PT16B;2208 ;2208 
L0008;KM2;PT16D;1641 ;1641 
L0008;KM2;PT16E;4296 ;4296 
L0008;KM2;PT16F;2444 ;2444 
L0008;KM2;PT16G;3229 ;3229 
L0008;KM2;PT16H;4583 ;4583 
L0008;KM2;PT16I;3302 ;3302 
L0008;KM2;PT16J;6287 ;6287 
L0008;KM2;PT17;2810 ;2810 
L0008;KM2;PT170;2810 ;2810 
L0008;KM2;PT18;31043 ;31042 
L0008;KM2;PT181;5170 ;5170 
L0008;KM2;PT184;8414 ;8414 
L0008;KM2;PT185;4238 ;4238 
L0008;KM2;PT186;6020 ;6020 
L0008;KM2;PT187;7201 ;7201 
L0008;KM2;PT2;2305 ;2305 
L0008;KM2;PT20;2305 ;2305 
L0008;KM2;PT200;2305 ;2305 
L0008;KM2;PT3;799 ;799 
L0008;KM2;PT30;799 ;799 
L0008;KM2;PT300;799 ;799 
L0008;KM2;RO;234270 ;234272 
L0008;KM2;RO1;67976 ;67978 
L0008;KM2;RO11;34010 ;34011 
L0008;KM2;RO111;7499 ;7499 
L0008;KM2;RO112;5342 ;5342 
L0008;KM2;RO113;6633 ;6633 
L0008;KM2;RO114;6283 ;6283 
L0008;KM2;RO115;4399 ;4399 
L0008;KM2;RO116;3854 ;3854 
L0008;KM2;RO12;33966 ;33966 
L0008;KM2;RO121;6222 ;6222 
L0008;KM2;RO122;5334 ;5334 
L0008;KM2;RO123;3699 ;3699 
L0008;KM2;RO124;6627 ;6627 
L0008;KM2;RO125;6677 ;6677 
L0008;KM2;RO126;5407 ;5407 
L0008;KM2;RO2;70158 ;70158 
L0008;KM2;RO21;36488 ;36488 
L0008;KM2;RO211;6545 ;6545 
L0008;KM2;RO212;4906 ;4906 
L0008;KM2;RO213;5399 ;5399 
L0008;KM2;RO214;5846 ;5846 
L0008;KM2;RO215;8514 ;8514 
L0008;KM2;RO216;5278 ;5278 
L0008;KM2;RO22;33670 ;33670 
L0008;KM2;RO221;4594 ;4594 
L0008;KM2;RO222;6050 ;6050 
L0008;KM2;RO223;6738 ;6738 
L0008;KM2;RO224;4375 ;4375 
L0008;KM2;RO225;7094 ;7094 
L0008;KM2;RO226;4819 ;4819 
L0008;KM2;RO3;35609 ;35608 
L0008;KM2;RO31;33855 ;33854 
L0008;KM2;RO311;6773 ;6773 
L0008;KM2;RO312;4901 ;4901 
L0008;KM2;RO313;4022 ;4022 
L0008;KM2;RO314;3448 ;3448 
L0008;KM2;RO315;4350 ;4350 
L0008;KM2;RO316;4681 ;4681 
L0008;KM2;RO317;5680 ;5680 
L0008;KM2;RO32;1754 ;1754 
L0008;KM2;RO321;231 ;231 
L0008;KM2;RO322;1523 ;1523 
L0008;KM2;RO4;60527 ;60528 
L0008;KM2;RO41;28678 ;28679 
L0008;KM2;RO411;7276 ;7276 
L0008;KM2;RO412;5543 ;5543 
L0008;KM2;RO413;4815 ;4815 
L0008;KM2;RO414;5362 ;5362 
L0008;KM2;RO415;5682 ;5682 
L0008;KM2;RO42;31849 ;31849 
L0008;KM2;RO421;7698 ;7698 
L0008;KM2;RO422;8461 ;8461 
L0008;KM2;RO423;7043 ;7043 
L0008;KM2;RO424;8647 ;8647 
L0008;KM2;SE;407300 ;407300 
L0008;KM2;SE1;44968 ;44968 
L0008;KM2;SE11;6524 ;6524 
L0008;KM2;SE110;6524 ;6524 
L0008;KM2;SE12;38444 ;38444 
L0008;KM2;SE121;8189 ;8189 
L0008;KM2;SE122;6075 ;6075 
L0008;KM2;SE123;10559 ;10559 
L0008;KM2;SE124;8504 ;8504 
L0008;KM2;SE125;5117 ;5117 
L0008;KM2;SE2;76282 ;76282 
L0008;KM2;SE21;33158 ;33158 
L0008;KM2;SE211;10436 ;10436 
L0008;KM2;SE212;8424 ;8424 
L0008;KM2;SE213;11164 ;11164 
L0008;KM2;SE214;3134 ;3134 
L0008;KM2;SE22;13898 ;13898 
L0008;KM2;SE221;2931 ;2931 
L0008;KM2;SE224;10967 ;10967 
L0008;KM2;SE23;29226 ;29226 
L0008;KM2;SE231;5427 ;5427 
L0008;KM2;SE232;23799 ;23799 
L0008;KM2;SE3;286050 ;286050 
L0008;KM2;SE31;63665 ;63665 
L0008;KM2;SE311;17518 ;17518 
L0008;KM2;SE312;28029 ;28029 
L0008;KM2;SE313;18118 ;18118 
L0008;KM2;SE32;70483 ;70483 
L0008;KM2;SE321;21548 ;21548 
L0008;KM2;SE322;48935 ;48935 
L0008;KM2;SE33;151902 ;151902 
L0008;KM2;SE331;54664 ;54664 
L0008;KM2;SE332;97238 ;97238 
L0008;KM2;SI;20145 ;20145 
L0008;KM2;SI0;20145 ;20145 
L0008;KM2;SI03;12333 ;12334 
L0008;KM2;SI031;1327 ;1327 
L0008;KM2;SI032;2144 ;2144 
L0008;KM2;SI033;1033 ;1033 
L0008;KM2;SI034;2289 ;2289 
L0008;KM2;SI035;482 ;482 
L0008;KM2;SI036;960 ;960 
L0008;KM2;SI037;2665 ;2665 
L0008;KM2;SI038;1433 ;1433 
L0008;KM2;SI04;7812 ;7811 
L0008;KM2;SI041;2328 ;2328 
L0008;KM2;SI042;2124 ;2124 
L0008;KM2;SI043;2317 ;2317 
L0008;KM2;SI044;1043 ;1043 
L0008;KM2;SK;48702 ;48702 
L0008;KM2;SK0;48702 ;48702 
L0008;KM2;SK01;2021 ;2021 
L0008;KM2;SK010;2021 ;2021 
L0008;KM2;SK02;14843 ;14843 
L0008;KM2;SK021;4064 ;4064 
L0008;KM2;SK022;4484 ;4484 
L0008;KM2;SK023;6295 ;6295 
L0008;KM2;SK03;16184 ;16184 
L0008;KM2;SK031;6738 ;6738 
L0008;KM2;SK032;9446 ;9446 
L0008;KM2;SK04;15654 ;15654 
L0008;KM2;SK041;8955 ;8955 
L0008;KM2;SK042;6699 ;6699 
L0008;KM2;TR;766509 ;766513 
L0008;KM2;TR1;5189 ;5189 
L0008;KM2;TR10;5189 ;5189 
L0008;KM2;TR100;5189 ;5189 
L0008;KM2;TR2;42488 ;42488 
L0008;KM2;TR21;18703 ;18703 
L0008;KM2;TR211;6354 ;6354 
L0008;KM2;TR212;5847 ;5847 
L0008;KM2;TR213;6502 ;6502 
L0008;KM2;TR22;23785 ;23785 
L0008;KM2;TR221;14158 ;14158 
L0008;KM2;TR222;9627 ;9627 
L0008;KM2;TR3;88311 ;88311 
L0008;KM2;TR31;11718 ;11718 
L0008;KM2;TR310;11718 ;11718 
L0008;KM2;TR32;31705 ;31704 
L0008;KM2;TR321;7740 ;7740 
L0008;KM2;TR322;11733 ;11733 
L0008;KM2;TR323;12232 ;12232 
L0008;KM2;TR33;44888 ;44889 
L0008;KM2;TR331;13100 ;13100 
L0008;KM2;TR332;14432 ;14432 
L0008;KM2;TR333;11994 ;11994 
L0008;KM2;TR334;5362 ;5362 
L0008;KM2;TR4;48708 ;48707 
L0008;KM2;TR41;28604 ;28604 
L0008;KM2;TR411;10435 ;10435 
L0008;KM2;TR412;13867 ;13867 
L0008;KM2;TR413;4302 ;4302 
L0008;KM2;TR42;20104 ;20103 
L0008;KM2;TR421;3575 ;3575 
L0008;KM2;TR422;4838 ;4838 
L0008;KM2;TR423;2567 ;2567 
L0008;KM2;TR424;8322 ;8322 
L0008;KM2;TR425;802 ;802 
L0008;KM2;TR5;72903 ;72903 
L0008;KM2;TR51;24797 ;24797 
L0008;KM2;TR510;24797 ;24797 
L0008;KM2;TR52;48106 ;48107 
L0008;KM2;TR521;39302 ;39302 
L0008;KM2;TR522;8804 ;8804 
L0008;KM2;TR6;87621 ;87623 
L0008;KM2;TR61;35579 ;35580 
L0008;KM2;TR611;20393 ;20393 
L0008;KM2;TR612;8309 ;8309 
L0008;KM2;TR613;6877 ;6877 
L0008;KM2;TR62;28939 ;28939 
L0008;KM2;TR621;13648 ;13648 
L0008;KM2;TR622;15291 ;15291 
L0008;KM2;TR63;23103 ;23103 
L0008;KM2;TR631;5629 ;5629 
L0008;KM2;TR632;14321 ;14321 
L0008;KM2;TR633;3153 ;3153 
L0008;KM2;TR7;90941 ;90942 
L0008;KM2;TR71;31560 ;31561 
L0008;KM2;TR711;4542 ;4542 
L0008;KM2;TR712;7932 ;7932 
L0008;KM2;TR713;7363 ;7363 
L0008;KM2;TR714;5371 ;5371 
L0008;KM2;TR715;6352 ;6352 
L0008;KM2;TR72;59381 ;59381 
L0008;KM2;TR721;16924 ;16924 
L0008;KM2;TR722;28423 ;28423 
L0008;KM2;TR723;14034 ;14034 
L0008;KM2;TR8;73535 ;73537 
L0008;KM2;TR81;9465 ;9465 
L0008;KM2;TR811;3298 ;3298 
L0008;KM2;TR812;4086 ;4086 
L0008;KM2;TR813;2081 ;2081 
L0008;KM2;TR82;26437 ;26437 
L0008;KM2;TR821;13156 ;13156 
L0008;KM2;TR822;7476 ;7476 
L0008;KM2;TR823;5805 ;5805 
L0008;KM2;TR83;37633 ;37634 
L0008;KM2;TR831;9225 ;9225 
L0008;KM2;TR832;9992 ;9992 
L0008;KM2;TR833;12727 ;12727 
L0008;KM2;TR834;5689 ;5689 
L0008;KM2;TR9;34918 ;34918 
L0008;KM2;TR90;34918 ;34918 
L0008;KM2;TR901;4620 ;4620 
L0008;KM2;TR902;5881 ;5881 
L0008;KM2;TR903;6738 ;6738 
L0008;KM2;TR904;3913 ;3913 
L0008;KM2;TR905;7338 ;7338 
L0008;KM2;TR906;6428 ;6428 
L0008;KM2;TRA;70340 ;70341 
L0008;KM2;TRA1;40671 ;40671 
L0008;KM2;TRA11;25269 ;25269 
L0008;KM2;TRA12;11665 ;11665 
L0008;KM2;TRA13;3737 ;3737 
L0008;KM2;TRA2;29669 ;29670 
L0008;KM2;TRA21;11307 ;11307 
L0008;KM2;TRA22;9894 ;9894 
L0008;KM2;TRA23;3461 ;3461 
L0008;KM2;TRA24;5007 ;5007 
L0008;KM2;TRB;76698 ;76697 
L0008;KM2;TRB1;36251 ;36251 
L0008;KM2;TRB11;11946 ;11946 
L0008;KM2;TRB12;8722 ;8722 
L0008;KM2;TRB13;8194 ;8194 
L0008;KM2;TRB14;7389 ;7389 
L0008;KM2;TRB2;40447 ;40447 
L0008;KM2;TRB21;18617 ;18617 
L0008;KM2;TRB22;7887 ;7887 
L0008;KM2;TRB23;6971 ;6971 
L0008;KM2;TRB24;6972 ;6972 
L0008;KM2;TRC;74857 ;74857 
L0008;KM2;TRC1;15171 ;15171 
L0008;KM2;TRC11;6788 ;6788 
L0008;KM2;TRC12;7023 ;7023 
L0008;KM2;TRC13;1360 ;1360 
L0008;KM2;TRC2;33963 ;33964 
L0008;KM2;TRC21;18955 ;18955 
L0008;KM2;TRC22;15008 ;15008 
L0008;KM2;TRC3;25723 ;25723 
L0008;KM2;TRC31;8692 ;8692 
L0008;KM2;TRC32;4606 ;4606 
L0008;KM2;TRC33;6975 ;6975 
L0008;KM2;TRC34;5450 ;5450 
L0008;KM2;UK;242751 ;242513 
L0008;KM2;UKC;8575 ;8574 
L0008;KM2;UKC1;3021 ;3021 
L0008;KM2;UKC11;299 ;299 
L0008;KM2;UKC12;299 ;299 
L0008;KM2;UKC13;197 ;197 
L0008;KM2;UKC14;2226 ;2226 
L0008;KM2;UKC2;5554 ;5554 
L0008;KM2;UKC21;5014 ;5014 
L0008;KM2;UKC22;403 ;403 
L0008;KM2;UKC23;137 ;137 
L0008;KM2;UKD;14107 ;14105 
L0008;KM2;UKD1;6766 ;6767 
L0008;KM2;UKD11;2051 ;2051 
L0008;KM2;UKD12;4715 ;4715 
L0008;KM2;UKD3;1276 ;1276 
L0008;KM2;UKD33;116 ;116 
L0008;KM2;UKD34;203 ;203 
L0008;KM2;UKD35;229 ;229 
L0008;KM2;UKD36;328 ;328 
L0008;KM2;UKD37;400 ;400 
L0008;KM2;UKD4;3075 ;3075 
L0008;KM2;UKD41;137 ;137 
L0008;KM2;UKD42;35 ;35 
L0008;KM2;UKD44;858 ;858 
L0008;KM2;UKD45;1004 ;1004 
L0008;KM2;UKD46;491 ;491 
L0008;KM2;UKD47;550 ;550 
L0008;KM2;UKD6;2264 ;2264 
L0008;KM2;UKD61;181 ;181 
L0008;KM2;UKD62;1166 ;1166 
L0008;KM2;UKD63;917 ;917 
L0008;KM2;UKD7;726 ;724 
L0008;KM2;UKD71;302 ;302 
L0008;KM2;UKD72;112 ;112 
L0008;KM2;UKD73;155 ;153 
L0008;KM2;UKD74;157 ;157 
L0008;KM2;UKE;15406 ;15405 
L0008;KM2;UKE1;3514 ;3515 
L0008;KM2;UKE11;71 ;71 
L0008;KM2;UKE12;2405 ;2405 
L0008;KM2;UKE13;1038 ;1038 
L0008;KM2;UKE2;8310 ;8310 
L0008;KM2;UKE21;272 ;272 
L0008;KM2;UKE22;8038 ;8038 
L0008;KM2;UKE3;1552 ;1552 
L0008;KM2;UKE31;1184 ;1184 
L0008;KM2;UKE32;368 ;368 
L0008;KM2;UKE4;2030 ;2029 
L0008;KM2;UKE41;366 ;366 
L0008;KM2;UKE42;552 ;552 
L0008;KM2;UKE44;773 ;773 
L0008;KM2;UKE45;339 ;339 
L0008;KM2;UKF;15623 ;15623 
L0008;KM2;UKF1;4784 ;4784 
L0008;KM2;UKF11;78 ;78 
L0008;KM2;UKF12;502 ;502 
L0008;KM2;UKF13;2045 ;2045 
L0008;KM2;UKF14;75 ;75 
L0008;KM2;UKF15;1475 ;1475 
L0008;KM2;UKF16;609 ;609 
L0008;KM2;UKF2;4902 ;4902 
L0008;KM2;UKF21;73 ;73 
L0008;KM2;UKF22;2465 ;2465 
L0008;KM2;UKF24;1377 ;1377 
L0008;KM2;UKF25;987 ;987 
L0008;KM2;UKF3;5937 ;5937 
L0008;KM2;UKF30;5937 ;5937 
L0008;KM2;UKG;12998 ;12998 
L0008;KM2;UKG1;5896 ;5895 
L0008;KM2;UKG11;2180 ;2180 
L0008;KM2;UKG12;1741 ;1741 
L0008;KM2;UKG13;1975 ;1975 
L0008;KM2;UKG2;6200 ;6201 
L0008;KM2;UKG21;290 ;290 
L0008;KM2;UKG22;3197 ;3197 
L0008;KM2;UKG23;93 ;93 
L0008;KM2;UKG24;2620 ;2620 
L0008;KM2;UKG3;902 ;902 
L0008;KM2;UKG31;268 ;268 
L0008;KM2;UKG32;178 ;178 
L0008;KM2;UKG33;99 ;99 
L0008;KM2;UKG36;98 ;98 
L0008;KM2;UKG37;86 ;86 
L0008;KM2;UKG38;104 ;104 
L0008;KM2;UKG39;69 ;69 
L0008;KM2;UKH;19119 ;19119 
L0008;KM2;UKH1;12570 ;12570 
L0008;KM2;UKH11;343 ;343 
L0008;KM2;UKH12;3046 ;3046 
L0008;KM2;UKH14;3801 ;3801 
L0008;KM2;UKH15;766 ;766 
L0008;KM2;UKH16;2401 ;2402 
L0008;KM2;UKH17;2213 ;2213 
L0008;KM2;UKH2;2878 ;2879 
L0008;KM2;UKH21;43 ;43 
L0008;KM2;UKH23;1643 ;1643 
L0008;KM2;UKH24;476 ;476 
L0008;KM2;UKH25;716 ;716 
L0008;KM2;UKH3;3671 ;3670 
L0008;KM2;UKH31;42 ;42 
L0008;KM2;UKH32;163 ;163 
L0008;KM2;UKH34;1279 ;1279 
L0008;KM2;UKH35;1011 ;1011 
L0008;KM2;UKH36;851 ;851 
L0008;KM2;UKH37;325 ;325 
L0008;KM2;UKI;1571 ;1572 
L0008;KM2;UKI3;109 ;109 
L0008;KM2;UKI31;25 ;25 
L0008;KM2;UKI32;21 ;21 
L0008;KM2;UKI33;29 ;29 
L0008;KM2;UKI34;34 ;34 
L0008;KM2;UKI4;210 ;210 
L0008;KM2;UKI41;55 ;55 
L0008;KM2;UKI42;20 ;20 
L0008;KM2;UKI43;44 ;44 
L0008;KM2;UKI44;64 ;64 
L0008;KM2;UKI45;27 ;27 
L0008;KM2;UKI5;432 ;432 
L0008;KM2;UKI51;108 ;108 
L0008;KM2;UKI52;148 ;148 
L0008;KM2;UKI53;95 ;95 
L0008;KM2;UKI54;81 ;81 
L0008;KM2;UKI6;355 ;355 
L0008;KM2;UKI61;150 ;150 
L0008;KM2;UKI62;86 ;86 
L0008;KM2;UKI63;119 ;119 
L0008;KM2;UKI7;465 ;465 
L0008;KM2;UKI71;87 ;87 
L0008;KM2;UKI72;43 ;43 
L0008;KM2;UKI73;56 ;56 
L0008;KM2;UKI74;166 ;166 
L0008;KM2;UKI75;113 ;113 
L0008;KM2;UKJ;19075 ;19073 
L0008;KM2;UKJ1;5741 ;5740 
L0008;KM2;UKJ11;1262 ;1262 
L0008;KM2;UKJ12;309 ;309 
