ANO;GEO_COD;GEO_COD_DSG;NIVEL;NIVEL_DSG;N_ALOJAMENTOS;N_ALOJAMENTOS_FAMILIARES;N_ALOJAMENTOS_FAM_CLASSICOS;N_ALOJAMENTOS_FAM_N_CLASSICOS;N_ALOJAMENTOS_COLECTIVOS;N_CLASSICOS_RES_HABITUAL;N_ALOJAMENTOS_RES_HABITUAL;N_ALOJAMENTOS_VAGOS
2011;'11063700802; ;8;Subsecção;171;169;169;0;2;96;96;60
2011;'11063700803; ;8;Subsecção;98;97;97;0;1;46;46;40
2011;'11063700804; ;8;Subsecção;97;97;97;0;0;51;51;32
2011;'11063800101; ;8;Subsecção;57;57;57;0;0;35;35;3
2011;'11063800102; ;8;Subsecção;49;48;48;0;1;37;37;0
2011;'11063800103; ;8;Subsecção;8;8;8;0;0;2;2;6
2011;'11063800104; ;8;Subsecção;78;78;78;0;0;52;52;12
2011;'11063800105; ;8;Subsecção;21;21;21;0;0;13;13;0
2011;'11063800106; ;8;Subsecção;26;26;26;0;0;22;22;0
2011;'11063800201; ;8;Subsecção;97;97;97;0;0;43;43;30
2011;'11063800202; ;8;Subsecção;172;172;172;0;0;105;105;37
2011;'11063800203; ;8;Subsecção;22;22;22;0;0;20;20;2
2011;'11063800301; ;8;Subsecção;21;21;21;0;0;18;18;1
2011;'11063800302; ;8;Subsecção;10;10;10;0;0;3;3;7
2011;'11063800303; ;8;Subsecção;43;43;43;0;0;20;20;12
2011;'11063800304; ;8;Subsecção;35;35;35;0;0;18;18;11
2011;'11063800305; ;8;Subsecção;58;58;58;0;0;34;34;12
2011;'11063800306; ;8;Subsecção;132;132;132;0;0;74;74;43
2011;'11063800307; ;8;Subsecção;24;23;23;0;1;16;16;3
2011;'11063800401; ;8;Subsecção;10;10;10;0;0;5;5;2
2011;'11063800402; ;8;Subsecção;34;34;34;0;0;30;30;0
2011;'11063800403; ;8;Subsecção;24;24;24;0;0;16;16;5
2011;'11063800404; ;8;Subsecção;50;50;50;0;0;26;26;14
2011;'11063800405; ;8;Subsecção;20;19;19;0;1;11;11;4
2011;'11063800406; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11063800407; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11063800408; ;8;Subsecção;66;66;66;0;0;38;38;11
2011;'11063800409; ;8;Subsecção;38;38;38;0;0;25;25;1
2011;'11063900101; ;8;Subsecção;4;0;0;0;4;0;0;0
2011;'11063900102; ;8;Subsecção;154;154;154;0;0;108;108;31
2011;'11063900103; ;8;Subsecção;107;107;107;0;0;80;80;21
2011;'11063900201; ;8;Subsecção;131;131;131;0;0;116;116;4
2011;'11063900202; ;8;Subsecção;187;187;186;1;0;161;162;1
2011;'11063900301; ;8;Subsecção;147;147;147;0;0;125;125;16
2011;'11063900302; ;8;Subsecção;102;102;102;0;0;74;74;9
2011;'11063900401; ;8;Subsecção;282;282;282;0;0;236;236;15
2011;'11063900501; ;8;Subsecção;40;40;40;0;0;29;29;0
2011;'11063900502; ;8;Subsecção;40;40;40;0;0;38;38;0
2011;'11063900503; ;8;Subsecção;48;48;48;0;0;46;46;1
2011;'11063900504; ;8;Subsecção;32;32;32;0;0;26;26;2
2011;'11063900505; ;8;Subsecção;32;32;32;0;0;26;26;2
2011;'11063900506; ;8;Subsecção;287;287;287;0;0;231;231;26
2011;'11063900601; ;8;Subsecção;113;113;113;0;0;89;89;7
2011;'11063900602; ;8;Subsecção;116;116;116;0;0;85;85;14
2011;'11063900603; ;8;Subsecção;63;63;63;0;0;45;45;4
2011;'11063900604; ;8;Subsecção;57;57;57;0;0;48;48;4
2011;'11063900701; ;8;Subsecção;171;171;171;0;0;138;138;17
2011;'11063900702; ;8;Subsecção;96;96;96;0;0;89;89;7
2011;'11063900703; ;8;Subsecção;285;284;284;0;1;224;224;17
2011;'11063900801; ;8;Subsecção;60;60;60;0;0;45;45;4
2011;'11063900802; ;8;Subsecção;61;61;61;0;0;47;47;4
2011;'11063900803; ;8;Subsecção;62;62;62;0;0;43;43;6
2011;'11063900804; ;8;Subsecção;61;61;61;0;0;44;44;4
2011;'11063900901; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11063900902; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11063900903; ;8;Subsecção;212;212;212;0;0;154;154;12
2011;'11063900904; ;8;Subsecção;255;255;255;0;0;201;201;4
2011;'11063900905; ;8;Subsecção;91;91;91;0;0;52;52;22
2011;'11063901001; ;8;Subsecção;136;136;136;0;0;116;116;14
2011;'11063901002; ;8;Subsecção;43;43;43;0;0;37;37;5
2011;'11063901003; ;8;Subsecção;72;72;72;0;0;55;55;13
2011;'11063901101; ;8;Subsecção;260;259;259;0;1;180;180;70
2011;'11063901102; ;8;Subsecção;99;99;99;0;0;67;67;27
2011;'11063901201; ;8;Subsecção;164;164;164;0;0;140;140;3
2011;'11063901202; ;8;Subsecção;127;127;127;0;0;85;85;8
2011;'11063901301; ;8;Subsecção;178;178;178;0;0;148;148;18
2011;'11063901302; ;8;Subsecção;344;344;344;0;0;284;284;32
2011;'11063901401; ;8;Subsecção;199;198;198;0;1;162;162;34
2011;'11063901501; ;8;Subsecção;300;300;300;0;0;222;222;11
2011;'11063901601; ;8;Subsecção;192;192;192;0;0;116;116;41
2011;'11063901602; ;8;Subsecção;163;162;162;0;1;131;131;31
2011;'11063901603; ;8;Subsecção;153;153;153;0;0;119;119;13
2011;'11063901701; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11063901702; ;8;Subsecção;181;181;181;0;0;151;151;24
2011;'11063901703; ;8;Subsecção;100;100;100;0;0;75;75;15
2011;'11063901801; ;8;Subsecção;451;450;450;0;1;264;264;107
2011;'11063901901; ;8;Subsecção;104;104;104;0;0;80;80;3
2011;'11063901902; ;8;Subsecção;154;154;154;0;0;127;127;10
2011;'11063902001; ;8;Subsecção;101;101;101;0;0;83;83;15
2011;'11063902002; ;8;Subsecção;114;114;114;0;0;98;98;15
2011;'11063902003; ;8;Subsecção;105;105;105;0;0;96;96;6
2011;'11063902101; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11063902102; ;8;Subsecção;217;217;217;0;0;177;177;25
2011;'11063902103; ;8;Subsecção;139;139;139;0;0;121;121;11
2011;'11063902201; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11063902202; ;8;Subsecção;17;17;17;0;0;13;13;2
2011;'11063902203; ;8;Subsecção;246;245;245;0;1;179;179;46
2011;'11063902204; ;8;Subsecção;16;16;16;0;0;13;13;2
2011;'11063902301; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11063902302; ;8;Subsecção;159;159;159;0;0;131;131;21
2011;'11063902401; ;8;Subsecção;181;181;181;0;0;146;146;17
2011;'11063902501; ;8;Subsecção;367;365;365;0;2;303;303;17
2011;'11063902502; ;8;Subsecção;129;129;129;0;0;104;104;2
2011;'11063902601; ;8;Subsecção;323;323;323;0;0;262;262;32
2011;'11063902701; ;8;Subsecção;198;198;198;0;0;161;161;28
2011;'11063902702; ;8;Subsecção;133;133;133;0;0;115;115;11
2011;'11063902801; ;8;Subsecção;79;79;79;0;0;6;6;73
2011;'11063902802; ;8;Subsecção;118;118;118;0;0;54;54;60
2011;'11063902901; ;8;Subsecção;27;27;27;0;0;15;15;9
2011;'11063903001; ;8;Subsecção;404;404;404;0;0;328;328;55
2011;'11063903101; ;8;Subsecção;89;89;89;0;0;50;50;22
2011;'11063903102; ;8;Subsecção;39;37;37;0;2;26;26;2
2011;'11063903103; ;8;Subsecção;157;157;157;0;0;85;85;42
2011;'11063903104; ;8;Subsecção;154;154;154;0;0;108;108;8
2011;'11063903201; ;8;Subsecção;53;53;53;0;0;46;46;4
2011;'11063903301; ;8;Subsecção;506;506;505;1;0;384;385;87
2011;'11063903401; ;8;Subsecção;319;319;319;0;0;255;255;46
2011;'11063903501; ;8;Subsecção;424;424;424;0;0;321;321;58
2011;'11063903601; ;8;Subsecção;365;365;365;0;0;231;231;115
2011;'11063903701; ;8;Subsecção;420;419;419;0;1;306;306;72
2011;'11063903801; ;8;Subsecção;119;119;119;0;0;96;96;15
2011;'11063903802; ;8;Subsecção;191;191;191;0;0;123;123;52
2011;'11063903901; ;8;Subsecção;120;120;120;0;0;83;83;24
2011;'11063903902; ;8;Subsecção;58;58;58;0;0;39;39;13
2011;'11063903903; ;8;Subsecção;56;56;56;0;0;42;42;11
2011;'11063904001; ;8;Subsecção;2;1;1;0;1;1;1;0
2011;'11063904002; ;8;Subsecção;128;128;128;0;0;93;93;34
2011;'11063904003; ;8;Subsecção;136;136;136;0;0;126;126;3
2011;'11063904004; ;8;Subsecção;180;180;180;0;0;130;130;39
2011;'11063904101; ;8;Subsecção;227;227;227;0;0;177;177;15
2011;'11063904102; ;8;Subsecção;28;25;25;0;3;20;20;1
2011;'11063904201; ;8;Subsecção;229;229;229;0;0;167;167;49
2011;'11063904301; ;8;Subsecção;119;119;119;0;0;98;98;10
2011;'11063904302; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11063904303; ;8;Subsecção;19;19;19;0;0;13;13;6
2011;'11063904304; ;8;Subsecção;362;362;362;0;0;209;209;111
2011;'11063904401; ;8;Subsecção;301;301;301;0;0;230;230;67
2011;'11063904501; ;8;Subsecção;317;317;317;0;0;232;232;55
2011;'11063904601; ;8;Subsecção;421;421;421;0;0;307;307;58
2011;'11063904701; ;8;Subsecção;245;245;244;1;0;158;159;26
2011;'11063904702; ;8;Subsecção;19;19;19;0;0;13;13;6
2011;'11063904801; ;8;Subsecção;281;281;281;0;0;212;212;47
2011;'11063904901; ;8;Subsecção;295;295;295;0;0;218;218;58
2011;'11063905001; ;8;Subsecção;377;377;377;0;0;278;278;50
2011;'11063905101; ;8;Subsecção;317;317;317;0;0;242;242;46
2011;'11063905201; ;8;Subsecção;89;89;89;0;0;64;64;14
2011;'11063905202; ;8;Subsecção;206;206;206;0;0;163;163;29
2011;'11063905301; ;8;Subsecção;304;303;303;0;1;175;175;67
2011;'11063905401; ;8;Subsecção;363;363;362;1;0;261;262;59
2011;'11063905402; ;8;Subsecção;153;153;153;0;0;92;92;41
2011;'11063905501; ;8;Subsecção;95;94;94;0;1;59;59;26
2011;'11063905601; ;8;Subsecção;233;233;233;0;0;159;159;62
2011;'11063905602; ;8;Subsecção;44;44;44;0;0;37;37;3
2011;'11063905603; ;8;Subsecção;30;30;30;0;0;22;22;7
2011;'11063905701; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11063905702; ;8;Subsecção;100;100;100;0;0;79;79;11
2011;'11063905703; ;8;Subsecção;169;169;169;0;0;114;114;22
2011;'11063905801; ;8;Subsecção;210;210;210;0;0;167;167;21
2011;'11063905802; ;8;Subsecção;105;105;105;0;0;93;93;8
2011;'11063905901; ;8;Subsecção;60;60;60;0;0;44;44;8
2011;'11063905902; ;8;Subsecção;41;40;40;0;1;28;28;7
2011;'11063905903; ;8;Subsecção;60;60;60;0;0;54;54;2
2011;'11063905904; ;8;Subsecção;103;103;103;0;0;97;97;3
2011;'11063905905; ;8;Subsecção;30;30;30;0;0;28;28;1
2011;'11063905906; ;8;Subsecção;32;32;32;0;0;28;28;2
2011;'11063906001; ;8;Subsecção;61;61;61;0;0;57;57;2
2011;'11063906002; ;8;Subsecção;32;32;32;0;0;30;30;0
2011;'11063906003; ;8;Subsecção;117;117;117;0;0;102;102;6
2011;'11063906004; ;8;Subsecção;18;18;18;0;0;15;15;0
2011;'11063906005; ;8;Subsecção;45;44;44;0;1;36;36;7
2011;'11063906006; ;8;Subsecção;6;6;6;0;0;5;5;0
2011;'11063906007; ;8;Subsecção;9;9;9;0;0;9;9;0
2011;'11063906008; ;8;Subsecção;25;25;25;0;0;24;24;0
2011;'11063906101; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11063906102; ;8;Subsecção;232;231;231;0;1;137;137;53
2011;'11063906103; ;8;Subsecção;115;114;114;0;1;71;71;23
2011;'11063906201; ;8;Subsecção;96;96;96;0;0;77;77;14
2011;'11063906202; ;8;Subsecção;213;213;213;0;0;134;134;60
2011;'11064000101; ;8;Subsecção;19;19;19;0;0;15;15;3
2011;'11064000102; ;8;Subsecção;2;2;2;0;0;2;2;0
2011;'11064000103; ;8;Subsecção;13;13;13;0;0;12;12;1
2011;'11064000104; ;8;Subsecção;260;260;260;0;0;177;177;43
2011;'11064000201; ;8;Subsecção;24;24;16;8;0;15;23;1
2011;'11064000202; ;8;Subsecção;85;85;85;0;0;75;75;5
2011;'11064000203; ;8;Subsecção;12;12;12;0;0;12;12;0
2011;'11064000204; ;8;Subsecção;16;16;16;0;0;16;16;0
2011;'11064000205; ;8;Subsecção;18;18;18;0;0;17;17;1
2011;'11064000206; ;8;Subsecção;12;12;12;0;0;10;10;1
2011;'11064000207; ;8;Subsecção;66;66;65;1;0;52;53;9
2011;'11064000208; ;8;Subsecção;20;20;18;2;0;15;17;1
2011;'11064000209; ;8;Subsecção;24;24;24;0;0;13;13;7
2011;'11064000210; ;8;Subsecção;27;27;27;0;0;20;20;7
2011;'11064000301; ;8;Subsecção;16;16;16;0;0;10;10;4
2011;'11064000302; ;8;Subsecção;17;17;17;0;0;14;14;2
2011;'11064000303; ;8;Subsecção;16;16;16;0;0;11;11;1
2011;'11064000304; ;8;Subsecção;13;13;13;0;0;10;10;2
2011;'11064000305; ;8;Subsecção;4;4;4;0;0;4;4;0
2011;'11064000306; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064000307; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064000308; ;8;Subsecção;198;198;198;0;0;156;156;23
2011;'11064000401; ;8;Subsecção;8;7;7;0;1;5;5;1
2011;'11064000402; ;8;Subsecção;25;25;25;0;0;21;21;2
2011;'11064000403; ;8;Subsecção;18;18;18;0;0;16;16;2
2011;'11064000404; ;8;Subsecção;28;28;28;0;0;23;23;4
2011;'11064000405; ;8;Subsecção;16;16;16;0;0;15;15;0
2011;'11064000406; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064000407; ;8;Subsecção;16;16;16;0;0;10;10;6
2011;'11064000408; ;8;Subsecção;8;8;8;0;0;4;4;3
2011;'11064000409; ;8;Subsecção;14;14;14;0;0;12;12;1
2011;'11064000410; ;8;Subsecção;41;41;41;0;0;36;36;1
2011;'11064000411; ;8;Subsecção;37;37;36;1;0;30;31;3
2011;'11064000412; ;8;Subsecção;160;160;160;0;0;137;137;6
2011;'11064000501; ;8;Subsecção;18;18;18;0;0;15;15;2
2011;'11064000502; ;8;Subsecção;110;110;110;0;0;87;87;9
2011;'11064000503; ;8;Subsecção;171;171;171;0;0;137;137;20
2011;'11064000601; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064000602; ;8;Subsecção;10;10;9;1;0;9;10;0
2011;'11064000603; ;8;Subsecção;10;9;9;0;1;4;4;5
2011;'11064000604; ;8;Subsecção;5;5;5;0;0;5;5;0
2011;'11064000605; ;8;Subsecção;12;11;11;0;1;10;10;1
2011;'11064000606; ;8;Subsecção;72;72;72;0;0;51;51;17
2011;'11064000607; ;8;Subsecção;44;44;44;0;0;30;30;11
2011;'11064000608; ;8;Subsecção;8;7;7;0;1;7;7;0
2011;'11064000609; ;8;Subsecção;62;62;62;0;0;44;44;15
2011;'11064000610; ;8;Subsecção;8;8;8;0;0;7;7;1
2011;'11064000611; ;8;Subsecção;62;62;62;0;0;46;46;13
2011;'11064000612; ;8;Subsecção;24;24;24;0;0;20;20;2
2011;'11064000701; ;8;Subsecção;171;171;171;0;0;95;95;56
2011;'11064000702; ;8;Subsecção;5;5;5;0;0;5;5;0
2011;'11064000703; ;8;Subsecção;53;53;53;0;0;45;45;5
2011;'11064000801; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064000802; ;8;Subsecção;125;125;125;0;0;103;103;12
2011;'11064000803; ;8;Subsecção;85;85;85;0;0;69;69;10
2011;'11064000804; ;8;Subsecção;104;104;104;0;0;84;84;13
2011;'11064000805; ;8;Subsecção;30;30;30;0;0;28;28;2
2011;'11064000901; ;8;Subsecção;42;42;42;0;0;32;32;7
2011;'11064000902; ;8;Subsecção;58;58;58;0;0;47;47;8
2011;'11064000903; ;8;Subsecção;42;42;42;0;0;31;31;9
2011;'11064000904; ;8;Subsecção;51;51;51;0;0;33;33;16
2011;'11064000905; ;8;Subsecção;57;57;57;0;0;42;42;8
2011;'11064000906; ;8;Subsecção;36;36;36;0;0;30;30;4
2011;'11064000907; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064000908; ;8;Subsecção;38;38;38;0;0;28;28;7
2011;'11064000909; ;8;Subsecção;24;24;24;0;0;19;19;5
2011;'11064000910; ;8;Subsecção;39;39;39;0;0;29;29;7
2011;'11064001001; ;8;Subsecção;60;60;60;0;0;43;43;9
2011;'11064001002; ;8;Subsecção;101;101;101;0;0;90;90;9
2011;'11064001003; ;8;Subsecção;48;48;48;0;0;43;43;1
2011;'11064001004; ;8;Subsecção;49;49;49;0;0;43;43;5
2011;'11064001005; ;8;Subsecção;42;42;42;0;0;32;32;7
2011;'11064001006; ;8;Subsecção;31;31;31;0;0;25;25;4
2011;'11064001007; ;8;Subsecção;25;25;25;0;0;22;22;3
2011;'11064001101; ;8;Subsecção;15;15;15;0;0;12;12;3
2011;'11064001102; ;8;Subsecção;14;14;14;0;0;11;11;3
2011;'11064001103; ;8;Subsecção;58;58;58;0;0;34;34;9
2011;'11064001104; ;8;Subsecção;26;26;26;0;0;22;22;2
2011;'11064001105; ;8;Subsecção;14;14;14;0;0;14;14;0
2011;'11064001106; ;8;Subsecção;41;41;41;0;0;32;32;2
2011;'11064001107; ;8;Subsecção;34;34;34;0;0;24;24;7
2011;'11064001108; ;8;Subsecção;12;12;12;0;0;8;8;3
2011;'11064001109; ;8;Subsecção;9;9;9;0;0;5;5;3
2011;'11064001110; ;8;Subsecção;19;19;19;0;0;12;12;3
2011;'11064001111; ;8;Subsecção;33;33;33;0;0;29;29;3
2011;'11064001112; ;8;Subsecção;13;13;13;0;0;11;11;2
2011;'11064001113; ;8;Subsecção;13;13;13;0;0;9;9;3
2011;'11064001114; ;8;Subsecção;12;12;12;0;0;7;7;3
2011;'11064001115; ;8;Subsecção;4;4;4;0;0;4;4;0
2011;'11064001116; ;8;Subsecção;9;9;9;0;0;6;6;2
2011;'11064001201; ;8;Subsecção;100;100;100;0;0;76;76;10
2011;'11064001202; ;8;Subsecção;83;83;83;0;0;59;59;13
2011;'11064001203; ;8;Subsecção;131;131;131;0;0;106;106;16
2011;'11064001204; ;8;Subsecção;109;109;109;0;0;89;89;10
2011;'11064001301; ;8;Subsecção;39;39;39;0;0;31;31;3
2011;'11064001302; ;8;Subsecção;47;47;47;0;0;40;40;5
2011;'11064001303; ;8;Subsecção;47;47;47;0;0;33;33;9
2011;'11064001304; ;8;Subsecção;52;52;52;0;0;44;44;3
2011;'11064001305; ;8;Subsecção;50;50;50;0;0;41;41;6
2011;'11064001306; ;8;Subsecção;3;3;3;0;0;3;3;0
2011;'11064001307; ;8;Subsecção;51;51;51;0;0;39;39;8
2011;'11064001308; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064001309; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11064001310; ;8;Subsecção;18;17;17;0;1;15;15;1
2011;'11064100101; ;8;Subsecção;99;99;99;0;0;71;71;10
2011;'11064100102; ;8;Subsecção;38;38;38;0;0;26;26;4
2011;'11064100103; ;8;Subsecção;128;128;128;0;0;103;103;12
2011;'11064100104; ;8;Subsecção;40;40;40;0;0;32;32;4
2011;'11064100105; ;8;Subsecção;120;119;119;0;1;89;89;14
2011;'11064100201; ;8;Subsecção;286;285;285;0;1;204;204;53
2011;'11064100301; ;8;Subsecção;410;409;409;0;1;272;272;95
2011;'11064100401; ;8;Subsecção;225;224;224;0;1;166;166;38
2011;'11064100501; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064100502; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064100503; ;8;Subsecção;109;109;109;0;0;93;93;12
2011;'11064100504; ;8;Subsecção;262;262;262;0;0;207;207;42
2011;'11064100601; ;8;Subsecção;255;255;255;0;0;188;188;43
2011;'11064100602; ;8;Subsecção;89;89;89;0;0;75;75;9
2011;'11064100701; ;8;Subsecção;116;116;116;0;0;93;93;15
2011;'11064100702; ;8;Subsecção;154;154;154;0;0;113;113;32
2011;'11064100801; ;8;Subsecção;318;317;317;0;1;229;229;53
2011;'11064100802; ;8;Subsecção;60;60;60;0;0;40;40;10
2011;'11064100901; ;8;Subsecção;154;154;154;0;0;117;117;17
2011;'11064100902; ;8;Subsecção;181;181;181;0;0;130;130;35
2011;'11064101001; ;8;Subsecção;29;29;27;2;0;15;17;6
2011;'11064101002; ;8;Subsecção;137;137;137;0;0;110;110;17
2011;'11064101101; ;8;Subsecção;234;232;232;0;2;148;148;54
2011;'11064101201; ;8;Subsecção;374;368;368;0;6;262;262;64
2011;'11064101301; ;8;Subsecção;146;146;146;0;0;75;75;62
2011;'11064101302; ;8;Subsecção;163;163;163;0;0;94;94;59
2011;'11064101303; ;8;Subsecção;52;52;52;0;0;27;27;22
2011;'11064101401; ;8;Subsecção;337;337;337;0;0;243;243;59
2011;'11064101501; ;8;Subsecção;19;18;18;0;1;10;10;8
2011;'11064101502; ;8;Subsecção;107;106;106;0;1;84;84;16
2011;'11064101503; ;8;Subsecção;33;33;33;0;0;25;25;6
2011;'11064101504; ;8;Subsecção;87;87;87;0;0;68;68;8
2011;'11064101601; ;8;Subsecção;567;567;566;1;0;430;431;67
2011;'11064101701; ;8;Subsecção;244;243;243;0;1;165;165;54
2011;'11064101801; ;8;Subsecção;206;206;206;0;0;147;147;33
2011;'11064101802; ;8;Subsecção;98;98;98;0;0;70;70;14
2011;'11064101901; ;8;Subsecção;48;48;48;0;0;38;38;3
2011;'11064101902; ;8;Subsecção;128;128;127;1;0;98;99;23
2011;'11064101903; ;8;Subsecção;128;128;128;0;0;99;99;28
2011;'11064102001; ;8;Subsecção;360;360;360;0;0;254;254;54
2011;'11064102101; ;8;Subsecção;349;349;349;0;0;267;267;70
2011;'11064102201; ;8;Subsecção;230;230;230;0;0;182;182;24
2011;'11064102301; ;8;Subsecção;217;217;217;0;0;170;170;29
2011;'11064102401; ;8;Subsecção;227;227;227;0;0;171;171;33
2011;'11064102501; ;8;Subsecção;409;409;409;0;0;321;321;58
2011;'11064102601; ;8;Subsecção;242;242;242;0;0;192;192;12
2011;'11064102701; ;8;Subsecção;368;367;367;0;1;275;275;39
2011;'11064102801; ;8;Subsecção;10;10;10;0;0;6;6;4
2011;'11064102802; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064102803; ;8;Subsecção;164;164;164;0;0;127;127;36
2011;'11064102804; ;8;Subsecção;56;56;56;0;0;44;44;11
2011;'11064102805; ;8;Subsecção;38;37;37;0;1;28;28;4
2011;'11064102901; ;8;Subsecção;192;192;192;0;0;175;175;12
2011;'11064102902; ;8;Subsecção;100;100;100;0;0;94;94;4
2011;'11064102903; ;8;Subsecção;58;58;58;0;0;41;41;15
2011;'11064103001; ;8;Subsecção;229;229;229;0;0;160;160;36
2011;'11064103002; ;8;Subsecção;43;43;43;0;0;29;29;9
2011;'11064103003; ;8;Subsecção;31;29;29;0;2;16;16;12
2011;'11064200101; ;8;Subsecção;16;16;16;0;0;16;16;0
2011;'11064200102; ;8;Subsecção;18;18;18;0;0;18;18;0
2011;'11064200103; ;8;Subsecção;2;2;2;0;0;2;2;0
2011;'11064200104; ;8;Subsecção;7;7;7;0;0;7;7;0
2011;'11064200105; ;8;Subsecção;11;11;11;0;0;11;11;0
2011;'11064200106; ;8;Subsecção;2;2;2;0;0;1;1;0
2011;'11064200107; ;8;Subsecção;8;8;8;0;0;8;8;0
2011;'11064200108; ;8;Subsecção;16;16;16;0;0;15;15;0
2011;'11064200109; ;8;Subsecção;40;40;40;0;0;37;37;1
2011;'11064200201; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11064200202; ;8;Subsecção;205;204;204;0;1;150;150;24
2011;'11064200203; ;8;Subsecção;132;132;132;0;0;95;95;15
2011;'11064200301; ;8;Subsecção;16;16;16;0;0;14;14;0
2011;'11064200302; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11064200303; ;8;Subsecção;10;10;10;0;0;10;10;0
2011;'11064200304; ;8;Subsecção;25;25;25;0;0;23;23;0
2011;'11064200305; ;8;Subsecção;16;16;16;0;0;16;16;0
2011;'11064200306; ;8;Subsecção;4;4;4;0;0;4;4;0
2011;'11064200307; ;8;Subsecção;12;12;12;0;0;11;11;0
2011;'11064200308; ;8;Subsecção;63;63;63;0;0;57;57;0
2011;'11064200309; ;8;Subsecção;60;60;58;2;0;54;56;0
2011;'11064200310; ;8;Subsecção;121;121;121;0;0;89;89;14
2011;'11064200401; ;8;Subsecção;13;11;11;0;2;10;10;0
2011;'11064200402; ;8;Subsecção;71;69;69;0;2;47;47;0
2011;'11064200403; ;8;Subsecção;49;49;49;0;0;23;23;2
2011;'11064200404; ;8;Subsecção;64;64;64;0;0;42;42;7
2011;'11064200405; ;8;Subsecção;36;34;34;0;2;18;18;1
2011;'11064200406; ;8;Subsecção;49;47;47;0;2;34;34;2
2011;'11064200407; ;8;Subsecção;6;4;4;0;2;1;1;1
2011;'11064200501; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11064200502; ;8;Subsecção;235;235;235;0;0;174;174;21
2011;'11064200503; ;8;Subsecção;56;56;56;0;0;48;48;1
2011;'11064200601; ;8;Subsecção;14;0;0;0;14;0;0;0
2011;'11064200602; ;8;Subsecção;163;163;163;0;0;114;114;31
2011;'11064200603; ;8;Subsecção;138;136;136;0;2;97;97;22
2011;'11064200604; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11064200701; ;8;Subsecção;340;339;339;0;1;266;266;11
2011;'11064200801; ;8;Subsecção;268;268;268;0;0;203;203;31
2011;'11064200802; ;8;Subsecção;71;71;71;0;0;58;58;5
2011;'11064200901; ;8;Subsecção;154;154;154;0;0;115;115;4
2011;'11064200902; ;8;Subsecção;63;63;63;0;0;51;51;2
2011;'11064200903; ;8;Subsecção;67;67;67;0;0;48;48;0
2011;'11064200904; ;8;Subsecção;75;75;75;0;0;53;53;3
2011;'11064201001; ;8;Subsecção;87;86;86;0;1;66;66;11
2011;'11064201002; ;8;Subsecção;163;162;162;0;1;140;140;7
2011;'11064201003; ;8;Subsecção;74;74;74;0;0;52;52;5
2011;'11064201101; ;8;Subsecção;33;32;32;0;1;27;27;2
2011;'11064201102; ;8;Subsecção;13;13;13;0;0;9;9;1
2011;'11064201103; ;8;Subsecção;96;96;96;0;0;77;77;10
2011;'11064201104; ;8;Subsecção;20;19;19;0;1;14;14;2
2011;'11064201105; ;8;Subsecção;178;177;177;0;1;148;148;16
2011;'11064201201; ;8;Subsecção;104;104;104;0;0;73;73;22
2011;'11064201202; ;8;Subsecção;102;102;102;0;0;74;74;16
2011;'11064201203; ;8;Subsecção;99;99;99;0;0;71;71;20
2011;'11064201301; ;8;Subsecção;157;157;157;0;0;130;130;0
2011;'11064201302; ;8;Subsecção;21;20;20;0;1;14;14;3
2011;'11064201303; ;8;Subsecção;93;92;92;0;1;64;64;0
2011;'11064201304; ;8;Subsecção;24;24;24;0;0;21;21;2
2011;'11064201401; ;8;Subsecção;131;131;131;0;0;77;77;43
2011;'11064201402; ;8;Subsecção;268;268;268;0;0;198;198;33
2011;'11064201501; ;8;Subsecção;195;195;195;0;0;156;156;10
2011;'11064201502; ;8;Subsecção;108;108;108;0;0;93;93;4
2011;'11064201601; ;8;Subsecção;88;88;88;0;0;75;75;6
2011;'11064201602; ;8;Subsecção;110;110;110;0;0;85;85;11
